customer_id,customer_name,segment,industry,region,country,signup_date,employee_count,annual_revenue,engagement_score,customer_health_score,churn_risk_score,churn_flag,total_orders,total_revenue,total_margin,recent_order_count,recent_revenue,recent_avg_discount,recent_avg_shipping_days,recent_last_order,days_since_last_order,order_velocity,revenue_90d_target,signup_year,signup_month,signup_quarter,signup_dayofweek,signup_day,signup_is_month_start,signup_is_month_end,recent_order_year,recent_order_month,recent_order_quarter,recent_order_dayofweek,recent_order_day,recent_order_is_month_start,recent_order_is_month_end,recent_revenue_ratio,customer_value_proxy,segment_frequency,industry_frequency,region_frequency,total_orders_standard_scaled,total_revenue_standard_scaled,recent_revenue_standard_scaled,days_since_last_order_standard_scaled,customer_value_proxy_standard_scaled
CUS-000056,Customer 00056,SMB,Logistics,Asia Pacific,Country-08,2023-05-23 00:00:00+00:00,15008,2909992,57.1,32.66,61.45,1,10.0,572162.17,219740.61,1,666.71,0.132,18.0,2026-07-09 00:00:00+00:00,26,0.3846,665.59,2023,5,2,1,23,0,0,2026,7,3,3,9,0,0,0.00022911059549304605,10114.6405,0.294,0.10575,0.186,-0.34928373349793196,-0.6532176607132052,-0.8056484574286669,-0.5357472854289111,-0.7159185290884721
CUS-000057,Customer 00057,Mid-Market,Finance,Europe,Country-09,2025-06-12 00:00:00+00:00,16049,19441343,61.99,18.71,68.95,1,6.0,726496.61,211838.38,3,241038.36,0.0468333333333333,11.0,2026-05-18 00:00:00+00:00,78,0.0769,231227.5,2025,6,2,3,12,0,0,2026,5,2,0,18,0,0,0.01239823606836215,179267.46899999998,0.419125,0.099875,0.211125,-0.6287107202962775,-0.5525683236566467,-0.26960820927712503,-0.39423792754984344,-0.3453016435562871
CUS-000058,Customer 00058,Mid-Market,Government,Middle East & Africa,Country-10,2024-09-15 00:00:00+00:00,10651,19413681,39.99,0.9,100.0,1,11.0,888428.4199999999,384629.13,0,0.0,0.0,0.0,,999,0.011,0.0,2024,9,3,6,15,0,0,0,0,0,0,0,0,0,0.0,275.0,0.419125,0.100375,0.1235,-0.27942698679834554,-0.44696435525614847,-0.8071352525388437,2.1121105071928743,-0.7374773581615924
CUS-000059,Customer 00059,Enterprise,Education,Europe,Country-11,2024-09-01 00:00:00+00:00,3601,327519378,67.53,40.95,53.81,0,20.0,2721945.47,1298517.86,3,447385.9,0.1565333333333333,7.666666666666667,2026-05-29 00:00:00+00:00,67,0.2985,496724.94,2024,9,3,6,1,1,0,2026,5,2,4,29,0,0,0.0013659829923101528,360270.58900000004,0.286875,0.09575,0.211125,0.34928373349793196,0.7487653572072327,0.19055665021050694,-0.42417259940887697,0.051279443504922494
CUS-000060,Customer 00060,Enterprise,Technology,Europe,Country-12,2023-09-10 00:00:00+00:00,11039,450332706,78.93,44.44,69.41,1,35.0,3074184.58,1204968.25,5,785707.37,0.12454,12.6,2026-04-29 00:00:00+00:00,97,0.3608,956844.41,2023,9,3,6,10,0,0,2026,4,2,2,29,0,0,0.0017447264201148206,658198.4915,0.286875,0.098625,0.211125,1.3971349339917278,0.9784783940828139,0.9450296703599066,-0.3425325852478764,0.7040448292027823
CUS-000061,Customer 00061,Mid-Market,Retail,North America,Country-13,2025-02-09 00:00:00+00:00,107,20536209,58.55,27.6,67.14,1,8.0,860767.0,371408.15,5,366972.19,0.05828,5.6,2026-07-19 00:00:00+00:00,16,0.5,368428.42,2025,2,1,6,9,0,0,2026,7,3,6,19,0,0,0.017869519637241715,288238.823,0.419125,0.099375,0.319625,-0.48899722689710473,-0.4650037739694507,0.011230240198402179,-0.5629606234825779,-0.10654344962100094
CUS-000062,Customer 00062,Mid-Market,Technology,Latin America,Country-14,2023-06-09 00:00:00+00:00,12662,7179836,63.31,28.03,77.65,1,10.0,1019333.27,460600.33,1,66092.18,0.0833,12.0,2026-03-05 00:00:00+00:00,152,0.0658,66210.74,2023,6,2,4,9,0,0,2026,3,1,3,5,0,0,0.0092052492563897,51255.631,0.419125,0.098625,0.15975,-0.34928373349793196,-0.36159464535868,-0.6597465377379245,-0.19285922595270866,-0.6257778799368724
CUS-000063,Customer 00063,Mid-Market,Energy,Asia Pacific,Country-15,2025-05-21 00:00:00+00:00,11143,5957931,49.78,14.8,80.54,1,6.0,973504.27,415684.98,3,690524.76,0.0259,6.666666666666667,2026-05-09 00:00:00+00:00,87,0.069,715171.25,2025,5,2,2,21,0,0,2026,5,2,5,9,0,0,0.11590009350561462,528244.8415,0.419125,0.100375,0.186,-0.6287107202962775,-0.3914820669086919,0.7327679086916257,-0.36974592330154327,0.419314047851765
CUS-000064,Customer 00064,SMB,Finance,Latin America,Country-16,2024-03-29 00:00:00+00:00,8920,390787,51.77,40.0,60.15,1,7.0,823459.94,400828.62,0,0.0,0.0,0.0,,999,0.007,0.0,2024,3,1,4,29,0,0,0,0,0,0,0,0,0,0.0,175.0,0.294,0.099875,0.15975,-0.5588539735966911,-0.4893336050591884,-0.8071352525388437,2.1121105071928743,-0.7376964599577721
CUS-000065,Customer 00065,Mid-Market,Manufacturing,Europe,Country-17,2023-10-25 00:00:00+00:00,16554,5726934,52.42,23.93,68.57,1,5.0,157409.53,86350.69,0,0.0,0.0,0.0,,999,0.005,0.0,2023,10,4,2,25,0,0,0,0,0,0,0,0,0,0.0,125.0,0.419125,0.100875,0.211125,-0.6985674669958639,-0.9236989496494756,-0.8071352525388437,2.1121105071928743,-0.737806010855862
CUS-000066,Customer 00066,Mid-Market,Technology,Europe,Country-18,2024-11-06 00:00:00+00:00,18870,5449118,93.65,37.74,54.1,0,13.0,1750736.37,821045.0700000001,6,892673.4700000001,0.044,9.333333333333334,2026-05-27 00:00:00+00:00,69,0.1884,1134690.75,2024,11,4,2,6,0,0,2026,5,2,2,27,0,0,0.16381980900395257,758921.1505,0.419125,0.098625,0.211125,-0.13971349339917277,0.11539051191478278,1.1835691769439929,-0.4187299317981436,0.9247299842316875
CUS-000067,Customer 00067,Mid-Market,Education,North America,Country-19,2024-01-11 00:00:00+00:00,6614,22393544,39.53,19.38,82.93,1,11.0,1110804.07,519461.68,1,11513.37,0.0504,11.0,2026-06-02 00:00:00+00:00,63,0.1746,13142.05,2024,1,1,3,11,0,0,2026,6,2,1,2,0,0,0.0005141379140345092,13570.0655,0.419125,0.09575,0.319625,-0.27942698679834554,-0.3019418848987784,-0.7814598881110482,-0.4350579346303437,-0.7083476308478313
CUS-000068,Customer 00068,Mid-Market,Finance,Middle East & Africa,Country-20,2023-08-31 00:00:00+00:00,12599,3872870,95.77,47.47,50.06,0,12.0,1510101.35,619940.17,1,266988.74,0.0476,16.0,2026-06-21 00:00:00+00:00,44,0.2727,261745.8,2023,8,3,3,31,0,1,2026,6,2,6,21,0,0,0.06893821377944521,205224.02599999998,0.419125,0.099875,0.1235,-0.20957024009875916,-0.041539822206309765,-0.21173762372834332,-0.48676327693231075,-0.2884303609428921
CUS-000069,Customer 00069,Enterprise,Telecom,North America,Country-21,2024-09-07 00:00:00+00:00,12755,173279593,58.68,27.41,78.09,1,26.0,3055829.36,1260525.7,4,226766.62,0.058825,10.0,2026-07-28 00:00:00+00:00,7,3.7143,254342.36,2024,9,3,5,7,0,0,2026,7,3,1,28,0,0,0.0013086747035468856,272583.974,0.286875,0.098375,0.319625,0.7684242136954503,0.9665080216596056,-0.3014348704127218,-0.5874526277308781,-0.14084350496921308
CUS-000070,Customer 00070,Mid-Market,Retail,Asia Pacific,Country-22,2024-10-11 00:00:00+00:00,12742,3706872,75.8,52.8,56.24,0,17.0,1566105.09,663945.7000000001,7,558166.27,0.0836428571428571,8.571428571428571,2026-08-02 00:00:00+00:00,2,8.5,568557.08,2024,10,4,4,11,0,0,2026,8,3,6,2,0,0,0.15057608409462211,634761.486,0.419125,0.099375,0.186,0.13971349339917277,-0.005016935262294746,0.43760216088166815,-0.6010592967577115,0.6526939291815588
CUS-000071,Customer 00071,Enterprise,Logistics,Asia Pacific,Country-23,2024-06-26 00:00:00+00:00,10097,575505856,83.58,45.58,43.57,0,27.0,2888329.92,1286076.43,7,758435.49,0.0796142857142857,13.0,2026-06-25 00:00:00+00:00,40,0.675,796638.46,2024,6,2,2,26,0,0,2026,6,2,3,25,0,0,0.0013178588577211629,599072.6569999999,0.286875,0.10575,0.186,0.8382809603950366,0.8572731185923136,0.8842120767595004,-0.4976486121537775,0.5744990638070743
CUS-000072,Customer 00072,Mid-Market,Education,North America,Country-00,2024-02-20 00:00:00+00:00,5265,15147516,45.27,9.28,98.37,1,6.0,1240547.12,426653.19,1,206488.55,0.108,13.0,2026-03-02 00:00:00+00:00,155,0.0387,233529.24,2024,2,1,1,20,0,0,2026,3,1,0,2,0,0,0.013631842342995379,165298.15399999998,0.419125,0.09575,0.319625,-0.6287107202962775,-0.2173298438650601,-0.3466559340233196,-0.1846952245366086,-0.3759086636352806
CUS-000073,Customer 00073,SMB,Logistics,Europe,Country-01,2023-10-23 00:00:00+00:00,4307,1172947,52.39,10.82,82.45,1,4.0,285159.55,108349.1,3,236913.21,0.0608666666666666,12.333333333333334,2026-06-01 00:00:00+00:00,64,0.0625,287474.05,2023,10,4,0,23,0,0,2026,6,2,0,1,1,0,0.20198117220982703,196943.7015,0.294,0.10575,0.211125,-0.7684242136954503,-0.8403866648350032,-0.2788074905969576,-0.43233660082497705,-0.3065727006518958
CUS-000074,Customer 00074,Enterprise,Telecom,North America,Country-02,2023-12-30 00:00:00+00:00,795,955504756,65.06,62.76,34.91,0,58.0,7302982.57,2987455.67,13,1686779.02,0.060876923076923,10.076923076923077,2026-07-26 00:00:00+00:00,9,6.4444,2180555.54,2023,12,4,5,30,0,0,2026,7,3,6,26,0,0,0.0017653277070658559,1599016.047,0.286875,0.098375,0.319625,3.0038401080822146,3.736292620379986,2.954462441938083,-0.5820099601201447,2.765392992076769
CUS-000075,Customer 00075,Enterprise,Retail,Asia Pacific,Country-03,2025-02-25 00:00:00+00:00,1327,897649398,75.85,69.34,20.85,0,46.0,4462289.73,1950422.77,14,1299194.59,0.0474357142857142,8.785714285714286,2026-07-27 00:00:00+00:00,8,5.75,1713049.55,2025,2,1,1,25,0,0,2026,7,3,0,27,0,0,0.0014473296510805437,1262995.1785000002,0.286875,0.099375,0.186,2.165559147687178,1.8837323549764085,2.090130670546266,-0.5847312939255115,2.0291652336548056
CUS-000076,Customer 00076,Mid-Market,Telecom,Middle East & Africa,Country-04,2023-11-20 00:00:00+00:00,20236,12063886,60.07,24.81,65.59,1,10.0,1136033.79,486179.42,1,152571.23,0.1224,16.0,2026-05-15 00:00:00+00:00,81,0.1235,159461.31,2023,11,4,0,20,0,0,2026,5,2,4,15,0,0,0.012646938971406063,119927.4505,0.419125,0.098375,0.1235,-0.34928373349793196,-0.28548830142044007,-0.466894130135324,-0.38607392613374336,-0.47531668994312437
CUS-000077,Customer 00077,Mid-Market,Government,Europe,Country-05,2025-05-20 00:00:00+00:00,1773,5650734,53.11,27.86,58.53,1,6.0,447297.78,156993.76,3,358466.88,0.0368999999999999,9.666666666666666,2026-06-05 00:00:00+00:00,60,0.1,362064.17,2025,5,2,1,20,0,0,2026,6,2,4,5,0,0,0.06343722426148532,272609.2115,0.419125,0.100375,0.211125,-0.6287107202962775,-0.7346480794549428,-0.007737006908341856,-0.4432219360464438,-0.14078820915340226
CUS-000078,Customer 00078,Mid-Market,Retail,Middle East & Africa,Country-06,2023-05-12 00:00:00+00:00,21390,18467416,51.95,27.67,69.49,1,3.0,209893.57,69709.15,0,0.0,0.0,0.0,,999,0.003,0.0,2023,5,2,4,12,0,0,0,0,0,0,0,0,0,0.0,75.0,0.419125,0.099375,0.1235,-0.8382809603950366,-0.8894714380710496,-0.8071352525388437,2.1121105071928743,-0.7379155617539518
CUS-000079,Customer 00079,Mid-Market,Healthcare,North America,Country-07,2023-05-27 00:00:00+00:00,22415,23740800,62.77,26.19,74.24,1,5.0,793081.86,283238.04,1,133849.01,0.0847,9.0,2026-06-21 00:00:00+00:00,44,0.1136,146961.94,2023,5,2,5,27,0,0,2026,6,2,6,21,0,0,0.005637931746192209,107816.283,0.419125,0.100625,0.319625,-0.6985674669958639,-0.5091446959151963,-0.5086455740129516,-0.48676327693231075,-0.5018524754739505
CUS-000080,Customer 00080,SMB,Education,Europe,Country-08,2023-10-27 00:00:00+00:00,6050,373517,31.35,17.54,79.86,1,3.0,334996.4,142498.67,0,0.0,0.0,0.0,,999,0.003,0.0,2023,10,4,4,27,0,0,0,0,0,0,0,0,0,0.0,75.0,0.294,0.09575,0.211125,-0.8382809603950366,-0.8078855204793614,-0.8071352525388437,2.1121105071928743,-0.7379155617539518
CUS-000081,Customer 00081,Mid-Market,Technology,Middle East & Africa,Country-09,2023-01-03 00:00:00+00:00,11087,7041564,45.87,19.32,68.15,1,3.0,425953.81,193466.02,1,217414.4,0.036,8.0,2026-02-09 00:00:00+00:00,176,0.017,215921.52,2023,1,1,1,3,0,0,2026,2,1,0,9,0,0,0.030875867917979586,162963.29200000002,0.419125,0.098625,0.1235,-0.8382809603950366,-0.7485675677470899,-0.32229076722737454,-0.1275472146239082,-0.3810243882155966
CUS-000082,Customer 00082,Mid-Market,Manufacturing,Latin America,Country-10,2025-03-02 00:00:00+00:00,9016,16874745,71.37,29.43,56.87,0,12.0,1759431.02,605446.11,3,629734.53,0.0769666666666666,11.333333333333334,2026-05-20 00:00:00+00:00,76,0.1579,751813.81,2025,3,1,6,2,0,0,2026,5,2,2,20,0,0,0.03731816569672609,518976.14550000004,0.419125,0.100875,0.15975,-0.20957024009875916,0.12106073534928513,0.5972027953582134,-0.3996805951605768,0.3990061684333337
CUS-000083,Customer 00083,SMB,Retail,Europe,Country-11,2023-11-03 00:00:00+00:00,9861,4665242,50.0,18.67,81.4,1,5.0,129878.83,55029.88,0,0.0,0.0,0.0,,999,0.005,0.0,2023,11,4,4,3,0,0,0,0,0,0,0,0,0,0.0,125.0,0.294,0.099375,0.211125,-0.6985674669958639,-0.941653119202966,-0.8071352525388437,2.1121105071928743,-0.737806010855862
CUS-000084,Customer 00084,Enterprise,Telecom,Asia Pacific,Country-12,2023-04-02 00:00:00+00:00,8966,503761651,53.71,43.67,61.86,1,31.0,3998531.81,1884346.53,5,1032990.47,0.0621199999999999,10.8,2026-07-19 00:00:00+00:00,16,1.9375,1082873.46,2023,4,2,6,2,0,0,2026,7,3,6,19,0,0,0.00205055400296836,840639.399,0.286875,0.098375,0.186,1.1177079471933822,1.5812922307712822,1.496482781771683,-0.5629606234825779,1.1037761345017383
CUS-000085,Customer 00085,Enterprise,Technology,Middle East & Africa,Country-13,2024-07-10 00:00:00+00:00,8577,178900331,57.95,42.08,59.65,1,23.0,2683322.15,1083209.14,5,418352.85,0.09172,14.2,2026-07-05 00:00:00+00:00,30,0.7667,413870.15,2024,7,3,2,10,0,0,2026,7,3,6,5,0,0,0.002338468842743505,331363.1925,0.286875,0.098625,0.1235,0.5588539735966911,0.7235771260326267,0.1258115634808691,-0.5248619502074443,-0.012057181455351203
CUS-000086,Customer 00086,Enterprise,Education,Latin America,Country-14,2025-05-12 00:00:00+00:00,17113,271415513,42.09,18.8,94.27,1,9.0,1427408.63,611193.1699999999,4,800083.9400000001,0.0648499999999999,9.75,2026-05-17 00:00:00+00:00,79,0.1139,832349.75,2025,5,2,0,12,0,0,2026,5,2,6,17,0,0,0.0029478194932800327,614203.4885,0.286875,0.09575,0.15975,-0.4191404801975183,-0.09546795028584691,0.9770901073971697,-0.3915165937444767,0.6076509874004908
CUS-000087,Customer 00087,SMB,Education,Asia Pacific,Country-15,2025-06-13 00:00:00+00:00,10331,406944,56.74,21.7,78.03,1,4.0,502301.31,253062.62,2,379051.08,0.10195,17.5,2026-06-04 00:00:00+00:00,61,0.0656,356566.38,2025,6,2,4,13,0,0,2026,6,2,3,4,0,0,0.9314575961311631,278058.665,0.294,0.09575,0.186,-0.7684242136954503,-0.6987774803179613,0.03816674120838063,-0.44050060224107707,-0.12884835865292738
CUS-000088,Customer 00088,Mid-Market,Telecom,North America,Country-16,2023-04-07 00:00:00+00:00,4701,13200814,67.64,32.2,70.01,1,17.0,2051953.15,819581.86,3,103800.29,0.0712333333333333,19.33333333333333,2026-07-23 00:00:00+00:00,12,1.4167,108138.93,2023,4,2,4,7,0,0,2026,7,3,3,23,0,0,0.007863173437638012,114786.2415,0.419125,0.098375,0.319625,0.13971349339917277,0.3118292926387173,-0.5756556533024029,-0.5738459587040446,-0.48658117120747424
CUS-000089,Customer 00089,Enterprise,Telecom,North America,Country-17,2024-12-14 00:00:00+00:00,9486,997532417,56.76,74.52,25.34,0,49.0,5599831.42,2322204.68,16,1855010.24,0.0744625,9.625,2026-07-25 00:00:00+00:00,10,4.9,2113120.41,2024,12,4,5,14,0,0,2026,7,3,5,25,0,0,0.0018595989547676023,1604096.2395000001,0.286875,0.098375,0.319625,2.3751293877859374,2.6255811411105805,3.329626089213611,-0.5792886263147781,2.7765237850936533
CUS-000090,Customer 00090,Mid-Market,Government,Asia Pacific,Country-18,2023-11-22 00:00:00+00:00,24468,18943919,67.1,34.31,60.22,1,8.0,791245.33,368486.92,2,202091.83,0.0386,4.0,2026-06-26 00:00:00+00:00,39,0.2051,215957.75,2023,11,4,2,22,0,0,2026,6,2,4,26,0,0,0.010667899815238862,161549.44449999998,0.419125,0.100375,0.186,-0.48899722689710473,-0.5103423905255793,-0.3564608294003445,-0.5003699459591442,-0.3841221534833378
CUS-000091,Customer 00091,Enterprise,Logistics,Europe,Country-19,2025-01-22 00:00:00+00:00,24695,764189369,99.8,65.16,33.69,0,35.0,4378886.53,1939954.58,9,1314097.58,0.0747555555555555,12.666666666666666,2026-07-10 00:00:00+00:00,25,1.4,1646355.15,2025,1,1,2,22,0,0,2026,7,3,4,10,0,0,0.0017195967822996503,1136863.3344999999,0.286875,0.10575,0.211125,1.3971349339917278,1.8293408867571597,2.123365049300166,-0.5384686192342778,1.7528080978962894
CUS-000092,Customer 00092,Mid-Market,Healthcare,North America,Country-20,2024-06-29 00:00:00+00:00,1569,14418983,36.45,9.52,96.35,1,3.0,817968.61,305448.73,0,0.0,0.0,0.0,,999,0.003,0.0,2024,6,2,5,29,0,0,0,0,0,0,0,0,0,0.0,75.0,0.419125,0.100625,0.319625,-0.8382809603950366,-0.4929147806157187,-0.8071352525388437,2.1121105071928743,-0.7379155617539518
CUS-000093,Customer 00093,Mid-Market,Energy,North America,Country-21,2024-10-20 00:00:00+00:00,14405,20128078,49.39,30.81,75.33,1,15.0,1536473.74,625932.97,5,724773.8300000001,0.05402,7.6,2026-06-14 00:00:00+00:00,51,0.2941,831574.13,2024,10,4,6,20,0,0,2026,6,2,6,14,0,0,0.03600809923331975,588312.9775,0.419125,0.100375,0.319625,0.0,-0.024341045510084324,0.8091449688888642,-0.46771394029474395,0.5509244127594008
CUS-000094,Customer 00094,Mid-Market,Logistics,Europe,Country-22,2025-01-24 00:00:00+00:00,24344,13958868,36.14,14.24,88.26,1,5.0,703317.01,298528.92,2,398333.91,0.0851,2.5,2026-06-24 00:00:00+00:00,41,0.122,421904.9,2025,1,1,4,24,0,0,2026,6,2,2,24,0,0,0.028536261679672017,310050.279,0.419125,0.10575,0.211125,-0.6985674669958639,-0.567684919623407,0.08116837213392436,-0.4949272783484108,-0.05875415775206662
CUS-000095,Customer 00095,Mid-Market,Healthcare,Europe,Country-23,2025-03-16 00:00:00+00:00,4867,11569606,71.28,22.63,88.44,1,14.0,1745169.66,648860.59,10,1323957.39,0.08288,11.9,2026-07-22 00:00:00+00:00,13,1.0769,1673737.93,2025,3,1,6,16,0,0,2026,7,3,2,22,0,0,0.11443409481705771,1142313.7315,0.419125,0.100625,0.211125,-0.06985674669958639,0.11176017722677578,2.1453528960330357,-0.571124624898678,1.7647500156222116
CUS-000096,Customer 00096,Mid-Market,Government,Europe,Country-00,2023-05-10 00:00:00+00:00,1742,20540868,56.66,34.32,68.88,1,12.0,1430726.86,592765.05,2,237054.47,0.1367,9.5,2026-05-22 00:00:00+00:00,74,0.1622,215452.08,2023,5,2,2,10,0,0,2026,5,2,4,22,0,0,0.011540625741813831,174285.016,0.419125,0.100375,0.211125,-0.20957024009875916,-0.09330396375308594,-0.2784924740571373,-0.40512326277131017,-0.356218287573094
CUS-000097,Customer 00097,Mid-Market,Healthcare,Europe,Country-01,2024-10-13 00:00:00+00:00,5319,23534359,52.43,26.88,75.41,1,3.0,596134.13,191111.09,1,149042.82,0.1419,2.0,2026-08-03 00:00:00+00:00,1,3.0,154631.51,2024,10,4,6,13,0,0,2026,8,3,0,3,0,0,0.0063329882917142555,188738.1565,0.419125,0.100625,0.211125,-0.8382809603950366,-0.6375843264946968,-0.47476265278339996,-0.6037806305630783,-0.32455119713322533
CUS-000098,Customer 00098,Enterprise,Technology,North America,Country-02,2023-05-07 00:00:00+00:00,7954,681037173,75.18,48.12,62.4,1,23.0,2292595.06,903418.5,2,242431.81,0.06825,12.5,2026-06-10 00:00:00+00:00,55,0.4182,221990.83,2023,5,2,6,7,0,0,2026,6,2,2,10,0,0,0.0003559744160984293,185124.5145,0.286875,0.098625,0.319625,0.5588539735966911,0.46876412007920326,-0.2665007492926103,-0.4568286050732772,-0.33246875166272766
CUS-000099,Customer 00099,Enterprise,Telecom,Latin America,Country-03,2025-04-29 00:00:00+00:00,23368,55152895,64.2,20.1,74.9,1,24.0,2624693.22,1131451.86,12,1178451.86,0.0921666666666666,11.333333333333334,2026-07-31 00:00:00+00:00,4,6.0,1409049.31,2025,4,2,1,29,0,0,2026,7,3,4,31,0,1,0.021366999139392412,1114548.0025,0.286875,0.098375,0.15975,0.6287107202962775,0.6853422191846454,1.8208686217493522,-0.5956166291469782,1.703914804660837
CUS-000100,Customer 00100,SMB,Energy,Asia Pacific,Country-04,2024-07-19 00:00:00+00:00,6286,2760144,38.38,0.03,100.0,1,5.0,883100.5399999999,383581.86,1,7594.07,0.1311,11.0,2026-05-25 00:00:00+00:00,71,0.0704,9105.63,2024,7,3,4,19,0,0,2026,5,2,0,25,0,0,0.002751331089972117,7984.5985,0.294,0.100375,0.186,-0.6985674669958639,-0.45043893675537117,-0.7902001141093318,-0.41328726418741024,-0.7205854893698529
CUS-000101,Customer 00101,SMB,Government,North America,Country-05,2023-06-23 00:00:00+00:00,8316,2895890,47.85,16.65,76.53,1,6.0,387915.71,139492.11,0,0.0,0.0,0.0,,999,0.006,0.0,2023,6,2,4,23,0,0,0,0,0,0,0,0,0,0.0,150.0,0.294,0.100375,0.319625,-0.6287107202962775,-0.7733741471981255,-0.8071352525388437,2.1121105071928743,-0.737751235406817
CUS-000102,Customer 00102,Mid-Market,Finance,Europe,Country-06,2023-09-21 00:00:00+00:00,6509,11848279,49.46,25.11,73.03,1,14.0,1220063.87,424163.4,2,58171.96000000001,0.07345,9.0,2026-03-30 00:00:00+00:00,127,0.1102,76329.52,2023,9,3,3,21,0,0,2026,3,1,0,30,0,0,0.004909739211914237,52739.116,0.419125,0.099875,0.211125,-0.06985674669958639,-0.23068801287298699,-0.6774090062287585,-0.2608925710868758,-0.6225275376558167
CUS-000103,Customer 00103,Enterprise,Finance,Europe,Country-07,2025-03-17 00:00:00+00:00,9803,696944833,65.43,61.53,25.62,0,41.0,4549125.57,1757227.14,21,1861687.99,0.0720904761904761,13.80952380952381,2026-07-18 00:00:00+00:00,17,2.4118,1933145.6,2025,3,1,0,17,0,0,2026,7,3,5,18,0,0,0.0026712128447618465,1481571.156,0.286875,0.099875,0.211125,1.816275414189246,1.9403624223077791,3.3445177903235126,-0.5602392896772113,2.5080691263745356
CUS-000104,Customer 00104,SMB,Logistics,Asia Pacific,Country-08,2024-08-03 00:00:00+00:00,24866,396855,41.81,22.23,79.53,1,3.0,437790.22,233588.92,1,162702.43,0.0803,1.0,2026-06-04 00:00:00+00:00,61,0.0492,144207.59,2024,8,3,5,3,0,0,2026,6,2,3,4,0,0,0.40997953912638113,116783.62849999999,0.294,0.10575,0.186,-0.8382809603950366,-0.7408484428412709,-0.44430107075384995,-0.44050060224107707,-0.48220486041381544
CUS-000105,Customer 00105,SMB,Government,Asia Pacific,Country-09,2023-07-26 00:00:00+00:00,2118,4529235,45.28,10.1,99.18,1,6.0,454500.88,209315.47,0,0.0,0.0,0.0,,999,0.006,0.0,2023,7,3,2,26,0,0,0,0,0,0,0,0,0,0.0,150.0,0.294,0.100375,0.186,-0.6287107202962775,-0.7299505716287434,-0.8071352525388437,2.1121105071928743,-0.737751235406817
CUS-000106,Customer 00106,SMB,Government,Asia Pacific,Country-10,2025-01-08 00:00:00+00:00,11472,3203328,52.42,21.43,72.0,1,3.0,300941.16,79345.79,0,0.0,0.0,0.0,,999,0.003,0.0,2025,1,1,2,8,0,0,0,0,0,0,0,0,0,0.0,75.0,0.294,0.100375,0.186,-0.8382809603950366,-0.8300946743746423,-0.8071352525388437,2.1121105071928743,-0.7379155617539518
CUS-000107,Customer 00107,Mid-Market,Logistics,Asia Pacific,Country-11,2024-10-08 00:00:00+00:00,15357,17554942,66.17,41.82,56.2,0,18.0,1731948.13,736580.71,3,116813.19,0.0705666666666666,11.333333333333334,2026-07-25 00:00:00+00:00,10,1.8,122325.03,2024,10,4,1,8,0,0,2026,7,3,5,25,0,0,0.006654148444352593,134539.0365,0.419125,0.10575,0.186,0.20957024009875916,0.10313774512818907,-0.5466362654287863,-0.5792886263147781,-0.44330244256678997
