risk_id,customer_id,financial_risk,operational_risk,customer_risk,overall_risk,risk_category,confidence_score
RSK000340,CUS-000340,0.5482,0.1816,0.6732,0.5374,Medium,0.9618
RSK000341,CUS-000341,0.2618,0.2552,0.5635,0.4113,Medium,0.8426
RSK000342,CUS-000342,0.4151,0.3918,0.6176,0.5117,Medium,0.7601
RSK000343,CUS-000343,0.7069,0.3504,0.4,0.4821,Medium,0.9372
RSK000344,CUS-000344,0.6181,0.1014,0.4955,0.4535,Medium,0.7736
RSK000345,CUS-000345,0.1525,0.382,0.4286,0.3365,Low,0.8576
RSK000346,CUS-000346,0.5759,0.111,0.3378,0.3639,Low,0.7188
RSK000347,CUS-000347,0.3776,0.1834,0.1773,0.2386,Low,0.8292
RSK000348,CUS-000348,0.5217,0.2863,0.7185,0.573,Medium,0.9899
RSK000349,CUS-000349,0.5029,0.1761,0.4664,0.4193,Medium,0.9541
RSK000350,CUS-000350,0.7348,0.1137,0.2806,0.3835,Low,0.9849
RSK000351,CUS-000351,0.189,0.1861,0.1238,0.1558,Low,0.781
RSK000352,CUS-000352,0.8556,0.2777,0.6067,0.6156,Medium,0.8919
RSK000353,CUS-000353,0.1271,0.2617,0.3234,0.2522,Low,0.9276
RSK000354,CUS-000354,0.6622,0.1981,0.2336,0.3551,Low,0.8466
RSK000355,CUS-000355,0.5434,0.3667,0.8035,0.6381,Medium,0.9697
RSK000356,CUS-000356,0.259,0.4419,0.2143,0.2732,Low,0.7564
RSK000357,CUS-000357,0.5071,0.1497,0.612,0.4881,Medium,0.9721
RSK000358,CUS-000358,0.1313,0.4785,0.1218,0.196,Low,0.9893
RSK000359,CUS-000359,0.661,0.1489,0.0802,0.2682,Low,0.9535
RSK000360,CUS-000360,0.8929,0.2689,0.7158,0.6795,Medium,0.738
RSK000361,CUS-000361,0.2496,0.4459,0.1214,0.2248,Low,0.8132
RSK000362,CUS-000362,0.1358,0.2072,0.4474,0.3059,Low,0.7156
RSK000363,CUS-000363,0.8093,0.3869,0.0928,0.3666,Low,0.7381
RSK000364,CUS-000364,0.3785,0.1446,0.1275,0.2062,Low,0.9042
RSK000365,CUS-000365,0.1421,0.1567,0.2967,0.2223,Low,0.8735
RSK000366,CUS-000366,0.4175,0.3337,0.2114,0.2977,Low,0.914
RSK000367,CUS-000367,0.7512,0.4816,0.5439,0.5936,Medium,0.7668
RSK000368,CUS-000368,0.4167,0.3873,0.6855,0.5452,Medium,0.8776
RSK000369,CUS-000369,0.6245,0.337,0.6022,0.5558,Medium,0.7289
RSK000370,CUS-000370,0.6106,0.4543,0.01,0.279,Low,0.8228
RSK000371,CUS-000371,0.3871,0.2621,0.2752,0.3062,Low,0.9626
RSK000372,CUS-000372,0.8271,0.4286,0.578,0.6228,Medium,0.982
RSK000373,CUS-000373,0.1843,0.3734,0.6846,0.4723,Medium,0.8757
RSK000374,CUS-000374,0.6117,0.328,0.424,0.4611,Medium,0.7327
RSK000375,CUS-000375,0.6948,0.454,0.0127,0.3056,Low,0.868
RSK000376,CUS-000376,0.8086,0.2193,0.5644,0.5686,Medium,0.9164
RSK000377,CUS-000377,0.5268,0.4306,0.1078,0.2981,Low,0.9872
RSK000378,CUS-000378,0.1914,0.1564,0.4507,0.314,Low,0.9475
RSK000379,CUS-000379,0.7316,0.3695,0.4038,0.4953,Medium,0.8767
RSK000380,CUS-000380,0.4343,0.3239,0.8358,0.613,Medium,0.7064
RSK000381,CUS-000381,0.5346,0.3309,0.1317,0.2924,Low,0.9045
RSK000382,CUS-000382,0.6392,0.1418,0.5326,0.4864,Medium,0.8317
RSK000383,CUS-000383,0.2482,0.2421,0.3821,0.3139,Low,0.7979
RSK000384,CUS-000384,0.8746,0.1577,0.4355,0.5117,Medium,0.9532
RSK000385,CUS-000385,0.5374,0.3228,0.5909,0.5212,Medium,0.9098
RSK000386,CUS-000386,0.7823,0.188,0.4585,0.5015,Medium,0.7523
RSK000387,CUS-000387,0.5148,0.3154,0.7296,0.5823,Medium,0.7738
RSK000388,CUS-000388,0.7064,0.4991,0.7911,0.7073,High,0.961
RSK000389,CUS-000389,0.5924,0.1514,0.1188,0.2674,Low,0.8805
RSK000390,CUS-000390,0.4855,0.379,0.8323,0.6376,Medium,0.7152
RSK000391,CUS-000391,0.328,0.2559,0.3329,0.316,Low,0.7002
RSK000392,CUS-000392,0.7905,0.2794,0.424,0.505,Medium,0.8054
RSK000393,CUS-000393,0.4781,0.2984,0.0184,0.2123,Low,0.9347
RSK000394,CUS-000394,0.7047,0.1292,0.5053,0.4899,Medium,0.9509
RSK000395,CUS-000395,0.706,0.2064,0.4721,0.4891,Medium,0.9582
RSK000396,CUS-000396,0.8495,0.1005,0.0155,0.2827,Low,0.9593
RSK000397,CUS-000397,0.2825,0.2268,0.5135,0.3869,Low,0.7619
RSK000398,CUS-000398,0.1818,0.1571,0.1551,0.1635,Low,0.95
RSK000399,CUS-000399,0.5085,0.2667,0.4147,0.4132,Medium,0.7636
RSK000400,CUS-000400,0.1797,0.4702,0.2497,0.2728,Low,0.862
RSK000401,CUS-000401,0.2088,0.2699,0.5411,0.3872,Low,0.7393
RSK000402,CUS-000402,0.6254,0.4141,0.3971,0.469,Medium,0.8594
RSK000403,CUS-000403,0.6107,0.2457,0.3436,0.4042,Medium,0.8303
RSK000404,CUS-000404,0.3606,0.3309,0.0377,0.1932,Low,0.8962
RSK000405,CUS-000405,0.2167,0.4819,0.1528,0.2378,Low,0.7222
RSK000406,CUS-000406,0.7554,0.4098,0.7223,0.6697,Medium,0.9719
RSK000407,CUS-000407,0.3257,0.4443,0.6619,0.5175,Medium,0.8416
RSK000408,CUS-000408,0.411,0.3125,0.8201,0.5958,Medium,0.9592
RSK000409,CUS-000409,0.3106,0.2352,0.5427,0.4116,Medium,0.7311
RSK000410,CUS-000410,0.8409,0.1863,0.1837,0.3814,Low,0.7741
RSK000411,CUS-000411,0.4421,0.4277,0.6161,0.5262,Medium,0.9276
RSK000412,CUS-000412,0.1415,0.4349,0.1077,0.1833,Low,0.972
RSK000413,CUS-000413,0.5906,0.1798,0.01,0.2181,Low,0.7761
RSK000414,CUS-000414,0.5759,0.4402,0.2991,0.4104,Medium,0.7026
RSK000415,CUS-000415,0.4112,0.4559,0.79,0.6095,Medium,0.7876
RSK000416,CUS-000416,0.3184,0.4634,0.4599,0.4181,Medium,0.8347
RSK000417,CUS-000417,0.3496,0.427,0.5306,0.4556,Medium,0.7355
RSK000418,CUS-000418,0.774,0.2552,0.7439,0.6552,Medium,0.8852
RSK000419,CUS-000419,0.1472,0.315,0.01,0.1122,Low,0.7414
RSK000420,CUS-000420,0.1059,0.4267,0.7285,0.4814,Medium,0.8499
RSK000421,CUS-000421,0.4452,0.1462,0.3869,0.3563,Low,0.7298
RSK000422,CUS-000422,0.1225,0.4918,0.1407,0.2055,Low,0.9843
RSK000423,CUS-000423,0.6818,0.4324,0.4026,0.4923,Medium,0.7363
RSK000424,CUS-000424,0.8375,0.4163,0.7561,0.7126,High,0.7582
RSK000425,CUS-000425,0.2282,0.1842,0.491,0.3508,Low,0.782
RSK000426,CUS-000426,0.7514,0.4012,0.3946,0.503,Medium,0.965
RSK000427,CUS-000427,0.365,0.3002,0.0845,0.2118,Low,0.7041
RSK000428,CUS-000428,0.358,0.3277,0.01,0.1779,Low,0.8502
RSK000429,CUS-000429,0.2832,0.1804,0.2819,0.262,Low,0.9631
RSK000430,CUS-000430,0.4304,0.1558,0.545,0.4328,Medium,0.8471
RSK000431,CUS-000431,0.6692,0.1591,0.3252,0.3952,Low,0.8323
RSK000432,CUS-000432,0.4521,0.2012,0.6727,0.5122,Medium,0.8982
RSK000433,CUS-000433,0.7085,0.1193,0.2997,0.3863,Low,0.8078
RSK000434,CUS-000434,0.2281,0.1391,0.5588,0.3756,Low,0.8511
RSK000435,CUS-000435,0.4608,0.3089,0.2641,0.3321,Low,0.8497
RSK000436,CUS-000436,0.6679,0.3329,0.1563,0.3451,Low,0.7575
RSK000437,CUS-000437,0.5198,0.4034,0.6825,0.5779,Medium,0.7971
RSK000438,CUS-000438,0.2704,0.1415,0.5835,0.4012,Medium,0.7996
RSK000439,CUS-000439,0.4326,0.4859,0.2285,0.3412,Low,0.9131
RSK000440,CUS-000440,0.1192,0.3601,0.7994,0.5075,Medium,0.761
RSK000441,CUS-000441,0.7984,0.2348,0.2048,0.3889,Low,0.8797
RSK000442,CUS-000442,0.7248,0.1973,0.6547,0.5843,Medium,0.9752
RSK000443,CUS-000443,0.6943,0.1092,0.5446,0.5024,Medium,0.9781
RSK000444,CUS-000444,0.7806,0.3812,0.4624,0.5416,Medium,0.7252
RSK000445,CUS-000445,0.1598,0.4669,0.7494,0.516,Medium,0.915
RSK000446,CUS-000446,0.5052,0.2444,0.5042,0.4525,Medium,0.9272
RSK000447,CUS-000447,0.4568,0.1891,0.0371,0.1934,Low,0.8895
RSK000448,CUS-000448,0.1216,0.4596,0.2886,0.2727,Low,0.7981
RSK000449,CUS-000449,0.6204,0.2579,0.2566,0.366,Low,0.8764
RSK000450,CUS-000450,0.1797,0.2587,0.8202,0.5158,Medium,0.73
RSK000451,CUS-000451,0.6528,0.373,0.1404,0.3406,Low,0.9441
RSK000452,CUS-000452,0.5601,0.1124,0.7259,0.5535,Medium,0.7584
RSK000453,CUS-000453,0.3838,0.1109,0.5005,0.3876,Low,0.8604
RSK000454,CUS-000454,0.8284,0.3011,0.5882,0.6028,Medium,0.778
RSK000455,CUS-000455,0.1595,0.1084,0.2616,0.2003,Low,0.9759
RSK000456,CUS-000456,0.8847,0.4727,0.2803,0.5001,Medium,0.9137
RSK000457,CUS-000457,0.1832,0.3295,0.2122,0.227,Low,0.8671
RSK000458,CUS-000458,0.6526,0.33,0.0267,0.2751,Low,0.7513
RSK000459,CUS-000459,0.4951,0.3054,0.3344,0.3768,Low,0.7476
RSK000460,CUS-000460,0.4916,0.2955,0.4503,0.4317,Medium,0.7225
RSK000461,CUS-000461,0.4355,0.3376,0.6116,0.504,Medium,0.9504
RSK000462,CUS-000462,0.4594,0.2728,0.5757,0.4802,Medium,0.8601
RSK000463,CUS-000463,0.18,0.4736,0.1939,0.2457,Low,0.732
RSK000464,CUS-000464,0.6439,0.2061,0.3268,0.3978,Low,0.7958
RSK000465,CUS-000465,0.1162,0.3249,0.301,0.2503,Low,0.8349
RSK000466,CUS-000466,0.7727,0.1585,0.204,0.3655,Low,0.9585
RSK000467,CUS-000467,0.8173,0.22,0.4503,0.5143,Medium,0.7527
RSK000468,CUS-000468,0.5223,0.2101,0.3923,0.3949,Low,0.9507
RSK000469,CUS-000469,0.7444,0.2321,0.2142,0.3768,Low,0.7929
RSK000470,CUS-000470,0.4536,0.3515,0.5196,0.4662,Medium,0.7426
RSK000471,CUS-000471,0.3002,0.3897,0.0698,0.2029,Low,0.8668
RSK000472,CUS-000472,0.133,0.4237,0.6483,0.4488,Medium,0.86
RSK000473,CUS-000473,0.4872,0.3101,0.4719,0.4441,Medium,0.9036
RSK000474,CUS-000474,0.4248,0.248,0.011,0.1825,Low,0.9398
RSK000475,CUS-000475,0.68,0.1063,0.6437,0.5471,Medium,0.7839
RSK000476,CUS-000476,0.3422,0.2944,0.224,0.2735,Low,0.8224
RSK000477,CUS-000477,0.1354,0.3999,0.8028,0.522,Medium,0.7207
RSK000478,CUS-000478,0.2129,0.1504,0.3612,0.2746,Low,0.8313
RSK000479,CUS-000479,0.8835,0.2031,0.3143,0.4628,Medium,0.8331
RSK000480,CUS-000480,0.7048,0.3084,0.6258,0.586,Medium,0.7828
RSK000481,CUS-000481,0.1946,0.248,0.6531,0.4345,Medium,0.7439
RSK000482,CUS-000482,0.8094,0.3928,0.5242,0.5835,Medium,0.8627
RSK000483,CUS-000483,0.5167,0.3362,0.6225,0.5335,Medium,0.7174
RSK000484,CUS-000484,0.8412,0.1039,0.0148,0.2805,Low,0.7718
RSK000485,CUS-000485,0.3561,0.4362,0.7707,0.5794,Medium,0.9414
RSK000486,CUS-000486,0.6601,0.3695,0.2989,0.4214,Medium,0.8122
RSK000487,CUS-000487,0.3661,0.478,0.3332,0.372,Low,0.7039
RSK000488,CUS-000488,0.2013,0.4262,0.4472,0.3692,Low,0.9663
RSK000489,CUS-000489,0.2731,0.1563,0.2731,0.2497,Low,0.851
RSK000490,CUS-000490,0.8965,0.3409,0.0447,0.3595,Low,0.9839
RSK000491,CUS-000491,0.7019,0.4171,0.4995,0.5437,Medium,0.7676
RSK000492,CUS-000492,0.1146,0.1514,0.1296,0.1295,Low,0.8439
RSK000493,CUS-000493,0.1718,0.3579,0.4729,0.3596,Low,0.8787
RSK000494,CUS-000494,0.2778,0.1588,0.6216,0.4259,Medium,0.8662
RSK000495,CUS-000495,0.3843,0.2026,0.01,0.1608,Low,0.7773
RSK000496,CUS-000496,0.131,0.4828,0.517,0.3944,Low,0.7134
RSK000497,CUS-000497,0.5196,0.1548,0.1739,0.2738,Low,0.8639
RSK000498,CUS-000498,0.5407,0.2643,0.3686,0.3994,Low,0.9431
RSK000499,CUS-000499,0.7995,0.3395,0.0443,0.3299,Low,0.9
RSK000500,CUS-000500,0.3568,0.3303,0.2904,0.3183,Low,0.8723
RSK000501,CUS-000501,0.7098,0.3331,0.5179,0.5385,Medium,0.7433
RSK000502,CUS-000502,0.4729,0.1836,0.2065,0.2818,Low,0.9748
RSK000503,CUS-000503,0.1765,0.2763,0.0431,0.1298,Low,0.8962
RSK000504,CUS-000504,0.4403,0.4562,0.6623,0.5545,Medium,0.8246
RSK000505,CUS-000505,0.3398,0.2156,0.464,0.3771,Low,0.9319
RSK000506,CUS-000506,0.1764,0.1445,0.6443,0.404,Medium,0.9614
RSK000507,CUS-000507,0.2802,0.1665,0.4111,0.3229,Low,0.9421
RSK000508,CUS-000508,0.1224,0.2544,0.5041,0.3397,Low,0.9234
RSK000509,CUS-000509,0.6537,0.3025,0.1827,0.348,Low,0.8561
RSK000510,CUS-000510,0.2852,0.48,0.1554,0.2593,Low,0.708
RSK000511,CUS-000511,0.6903,0.3152,0.7025,0.6214,Medium,0.803
RSK000512,CUS-000512,0.7651,0.1161,0.0584,0.2819,Low,0.7684
RSK000513,CUS-000513,0.1583,0.19,0.4372,0.3041,Low,0.8548
RSK000514,CUS-000514,0.1343,0.2712,0.2982,0.2436,Low,0.7354
RSK000515,CUS-000515,0.4986,0.4571,0.4418,0.4619,Medium,0.9335
RSK000516,CUS-000516,0.6428,0.4275,0.3677,0.4622,Medium,0.8635
RSK000517,CUS-000517,0.1158,0.3762,0.4246,0.3223,Low,0.971
RSK000518,CUS-000518,0.4023,0.4238,0.1362,0.2735,Low,0.978
RSK000519,CUS-000519,0.791,0.1493,0.5721,0.5532,Medium,0.9453
RSK000520,CUS-000520,0.5312,0.3652,0.5592,0.512,Medium,0.9147
RSK000521,CUS-000521,0.7476,0.4142,0.525,0.5696,Medium,0.8329
RSK000522,CUS-000522,0.8188,0.1762,0.7684,0.6651,Medium,0.985
RSK000523,CUS-000523,0.6417,0.3348,0.1958,0.3574,Low,0.909
RSK000524,CUS-000524,0.6571,0.4085,0.5315,0.5446,Medium,0.9298
RSK000525,CUS-000525,0.7408,0.2038,0.6375,0.5817,Medium,0.8688
RSK000526,CUS-000526,0.1322,0.4309,0.3494,0.3005,Low,0.8762
RSK000527,CUS-000527,0.2385,0.2032,0.4698,0.3471,Low,0.9195
RSK000528,CUS-000528,0.8608,0.4753,0.1608,0.4337,Medium,0.7036
RSK000529,CUS-000529,0.3682,0.1382,0.7262,0.5012,Medium,0.9276
RSK000530,CUS-000530,0.2491,0.3644,0.4348,0.365,Low,0.8599
RSK000531,CUS-000531,0.5775,0.4699,0.6027,0.5686,Medium,0.9669
RSK000532,CUS-000532,0.7204,0.4235,0.6168,0.6092,Medium,0.8655
RSK000533,CUS-000533,0.1853,0.1467,0.8439,0.5069,Medium,0.8756
RSK000534,CUS-000534,0.6166,0.2215,0.01,0.2343,Low,0.9606
RSK000535,CUS-000535,0.3097,0.273,0.2667,0.2809,Low,0.7354
RSK000536,CUS-000536,0.4257,0.3905,0.773,0.5923,Medium,0.7319
RSK000537,CUS-000537,0.1464,0.3179,0.3008,0.2579,Low,0.724
RSK000538,CUS-000538,0.5456,0.1534,0.1642,0.2765,Low,0.7834
RSK000539,CUS-000539,0.2466,0.1035,0.4324,0.3109,Low,0.8
RSK000540,CUS-000540,0.4937,0.2354,0.3506,0.3705,Low,0.832
RSK000541,CUS-000541,0.1343,0.1684,0.5477,0.3478,Low,0.8255
RSK000542,CUS-000542,0.743,0.4545,0.4933,0.5605,Medium,0.7721
RSK000543,CUS-000543,0.3191,0.4942,0.1226,0.2559,Low,0.9392
RSK000544,CUS-000544,0.2151,0.3014,0.01,0.1298,Low,0.8852
RSK000545,CUS-000545,0.5256,0.2644,0.7352,0.5782,Medium,0.8746
RSK000546,CUS-000546,0.8999,0.2456,0.2006,0.4194,Medium,0.7178
RSK000547,CUS-000547,0.7531,0.4408,0.2167,0.4224,Medium,0.8815
RSK000548,CUS-000548,0.7134,0.3683,0.01,0.2927,Low,0.7144
RSK000549,CUS-000549,0.6532,0.131,0.3678,0.4061,Medium,0.9335
RSK000550,CUS-000550,0.805,0.3242,0.6722,0.6424,Medium,0.8101
RSK000551,CUS-000551,0.8892,0.4647,0.7959,0.7577,High,0.908
RSK000552,CUS-000552,0.2495,0.2422,0.6637,0.4551,Medium,0.7683
RSK000553,CUS-000553,0.355,0.3709,0.6278,0.4946,Medium,0.9749
RSK000554,CUS-000554,0.7013,0.2323,0.3395,0.4266,Medium,0.7043
RSK000555,CUS-000555,0.6516,0.4627,0.7124,0.6442,Medium,0.9781
RSK000556,CUS-000556,0.358,0.4372,0.8773,0.6335,Medium,0.7523
RSK000557,CUS-000557,0.7871,0.1883,0.7254,0.6365,Medium,0.7446
RSK000558,CUS-000558,0.11,0.391,0.1598,0.1911,Low,0.7897
RSK000559,CUS-000559,0.4414,0.306,0.4941,0.4407,Medium,0.8689
RSK000560,CUS-000560,0.6749,0.2761,0.4678,0.4916,Medium,0.7413
RSK000561,CUS-000561,0.6105,0.3352,0.3421,0.4212,Medium,0.7665
RSK000562,CUS-000562,0.8356,0.3615,0.2509,0.4484,Medium,0.7807
RSK000563,CUS-000563,0.3684,0.3102,0.491,0.4181,Medium,0.8971
RSK000564,CUS-000564,0.5521,0.4649,0.1312,0.3242,Low,0.9808
RSK000565,CUS-000565,0.5566,0.277,0.3718,0.4083,Medium,0.86
RSK000566,CUS-000566,0.4667,0.4395,0.6878,0.5718,Medium,0.92
RSK000567,CUS-000567,0.2496,0.2391,0.2883,0.2669,Low,0.8971
RSK000568,CUS-000568,0.4094,0.4062,0.5749,0.4915,Medium,0.9563
RSK000569,CUS-000569,0.4465,0.1573,0.2088,0.2698,Low,0.7487
RSK000570,CUS-000570,0.2437,0.1811,0.5947,0.4067,Medium,0.7324
RSK000571,CUS-000571,0.8033,0.1182,0.3859,0.4576,Medium,0.8227
RSK000572,CUS-000572,0.7781,0.3371,0.0395,0.3206,Low,0.9701
RSK000573,CUS-000573,0.6263,0.1853,0.1346,0.2922,Low,0.7339
RSK000574,CUS-000574,0.1819,0.2209,0.405,0.3013,Low,0.9495
RSK000575,CUS-000575,0.4392,0.3042,0.7448,0.565,Medium,0.7527
RSK000576,CUS-000576,0.5177,0.1035,0.0444,0.1982,Low,0.8409
RSK000577,CUS-000577,0.381,0.1082,0.0738,0.1728,Low,0.9833
RSK000578,CUS-000578,0.3504,0.335,0.8263,0.5853,Medium,0.897
RSK000579,CUS-000579,0.3604,0.1226,0.6761,0.4707,Medium,0.9416
RSK000580,CUS-000580,0.3513,0.1769,0.7945,0.538,Medium,0.8935
RSK000581,CUS-000581,0.5104,0.1985,0.3034,0.3445,Low,0.9505
RSK000582,CUS-000582,0.7015,0.107,0.498,0.4808,Medium,0.7777
RSK000583,CUS-000583,0.8604,0.3866,0.5761,0.6235,Medium,0.8428
RSK000584,CUS-000584,0.3391,0.4803,0.2703,0.3329,Low,0.7335
RSK000585,CUS-000585,0.6785,0.1116,0.6027,0.5272,Medium,0.7067
RSK000586,CUS-000586,0.4544,0.2209,0.3836,0.3723,Low,0.9861
RSK000587,CUS-000587,0.4239,0.1681,0.5804,0.451,Medium,0.7588
RSK000588,CUS-000588,0.2592,0.4503,0.137,0.2363,Low,0.7607
RSK000589,CUS-000589,0.8043,0.1206,0.215,0.3729,Low,0.8609
RSK000590,CUS-000590,0.4236,0.1168,0.0996,0.2002,Low,0.898
RSK000591,CUS-000591,0.8462,0.2223,0.5659,0.5813,Medium,0.7141
RSK000592,CUS-000592,0.8663,0.1631,0.3169,0.451,Medium,0.8137
RSK000593,CUS-000593,0.5998,0.2077,0.1861,0.3145,Low,0.7824
RSK000594,CUS-000594,0.2383,0.3292,0.7852,0.5299,Medium,0.8695
RSK000595,CUS-000595,0.6349,0.2553,0.4748,0.4789,Medium,0.774
RSK000596,CUS-000596,0.8732,0.3544,0.5422,0.6039,Medium,0.9268
RSK000597,CUS-000597,0.8905,0.2754,0.3987,0.5216,Medium,0.7192
RSK000598,CUS-000598,0.4186,0.493,0.093,0.2707,Low,0.8002
RSK000599,CUS-000599,0.3195,0.3794,0.5243,0.4339,Medium,0.7443
RSK000600,CUS-000600,0.5444,0.1427,0.7206,0.5522,Medium,0.9796
RSK000601,CUS-000601,0.3492,0.4201,0.2716,0.3246,Low,0.8517
RSK000602,CUS-000602,0.4446,0.235,0.5701,0.4654,Medium,0.8902
RSK000603,CUS-000603,0.7842,0.4682,0.01,0.3339,Low,0.9616
RSK000604,CUS-000604,0.5748,0.2639,0.1068,0.2786,Low,0.8426
RSK000605,CUS-000605,0.2274,0.1563,0.0622,0.1306,Low,0.9398
RSK000606,CUS-000606,0.3199,0.371,0.1903,0.2653,Low,0.7111
RSK000607,CUS-000607,0.8823,0.303,0.3251,0.4878,Medium,0.8602
RSK000608,CUS-000608,0.2797,0.3149,0.227,0.2604,Low,0.9738
RSK000609,CUS-000609,0.8824,0.432,0.508,0.6051,Medium,0.8911
RSK000610,CUS-000610,0.8678,0.4876,0.2985,0.5071,Medium,0.8814
RSK000611,CUS-000611,0.4084,0.4772,0.4189,0.4274,Medium,0.958
RSK000612,CUS-000612,0.3471,0.2818,0.3885,0.3547,Low,0.9072
RSK000613,CUS-000613,0.5327,0.1901,0.4157,0.4057,Medium,0.9825
RSK000614,CUS-000614,0.2804,0.1757,0.5697,0.4041,Medium,0.8789
RSK000615,CUS-000615,0.2838,0.1152,0.1898,0.2031,Low,0.8793
RSK000616,CUS-000616,0.6406,0.1392,0.6638,0.5519,Medium,0.7369
RSK000617,CUS-000617,0.4097,0.4623,0.8499,0.6403,Medium,0.7851
RSK000618,CUS-000618,0.4987,0.4298,0.1413,0.3062,Low,0.9367
RSK000619,CUS-000619,0.2692,0.2929,0.2293,0.254,Low,0.8406
RSK000620,CUS-000620,0.8452,0.2803,0.047,0.3331,Low,0.8942
RSK000621,CUS-000621,0.6678,0.3051,0.567,0.5449,Medium,0.9699
RSK000622,CUS-000622,0.8093,0.3662,0.2232,0.4276,Medium,0.8877
RSK000623,CUS-000623,0.6466,0.4567,0.5819,0.5763,Medium,0.7915
RSK000624,CUS-000624,0.1538,0.3858,0.6464,0.4465,Medium,0.9039
RSK000625,CUS-000625,0.5017,0.3583,0.5946,0.5195,Medium,0.7608
RSK000626,CUS-000626,0.2704,0.2562,0.5386,0.4017,Medium,0.7922
RSK000627,CUS-000627,0.2862,0.4694,0.6371,0.4983,Medium,0.9149
RSK000628,CUS-000628,0.1177,0.3106,0.5998,0.3973,Low,0.7726
RSK000629,CUS-000629,0.2595,0.429,0.7853,0.5563,Medium,0.8198
RSK000630,CUS-000630,0.5771,0.2377,0.8351,0.6382,Medium,0.7816
RSK000631,CUS-000631,0.4952,0.1342,0.8293,0.59,Medium,0.9519
RSK000632,CUS-000632,0.3247,0.3258,0.5177,0.4214,Medium,0.7215
RSK000633,CUS-000633,0.2505,0.2325,0.4937,0.3685,Low,0.8149
RSK000634,CUS-000634,0.4156,0.1277,0.4149,0.3577,Low,0.8009
RSK000635,CUS-000635,0.1234,0.2168,0.6783,0.4195,Medium,0.8581
RSK000636,CUS-000636,0.1918,0.4771,0.5883,0.4471,Medium,0.7844
RSK000637,CUS-000637,0.7255,0.1985,0.0268,0.2707,Low,0.8942
RSK000638,CUS-000638,0.6391,0.3356,0.5429,0.5303,Medium,0.8671
RSK000639,CUS-000639,0.5575,0.1073,0.6973,0.5374,Medium,0.7727
RSK000640,CUS-000640,0.5285,0.3328,0.5666,0.5084,Medium,0.9636
RSK000641,CUS-000641,0.6216,0.4651,0.5765,0.5677,Medium,0.9417
RSK000642,CUS-000642,0.2929,0.189,0.2212,0.2363,Low,0.9761
RSK000643,CUS-000643,0.807,0.4676,0.0781,0.3747,Low,0.8484
RSK000644,CUS-000644,0.4348,0.1154,0.2805,0.2938,Low,0.8258
RSK000645,CUS-000645,0.7979,0.233,0.2456,0.4088,Medium,0.7385
RSK000646,CUS-000646,0.2935,0.3146,0.1855,0.2437,Low,0.8165
RSK000647,CUS-000647,0.2267,0.3009,0.0704,0.1634,Low,0.9501
RSK000648,CUS-000648,0.3003,0.4553,0.3313,0.3468,Low,0.9191
RSK000649,CUS-000649,0.8101,0.3552,0.1862,0.4072,Medium,0.947
RSK000650,CUS-000650,0.3659,0.2821,0.4404,0.3864,Low,0.8547
RSK000651,CUS-000651,0.7734,0.168,0.4006,0.4659,Medium,0.7917
RSK000652,CUS-000652,0.5667,0.2912,0.1012,0.2788,Low,0.8592
RSK000653,CUS-000653,0.8977,0.3264,0.6509,0.66,Medium,0.7129
RSK000654,CUS-000654,0.2229,0.445,0.1421,0.2269,Low,0.7574
RSK000655,CUS-000655,0.6942,0.3188,0.0517,0.2979,Low,0.7744
RSK000656,CUS-000656,0.7157,0.3416,0.3547,0.4604,Medium,0.9873
RSK000657,CUS-000657,0.1257,0.3843,0.5002,0.3647,Low,0.9408
RSK000658,CUS-000658,0.6584,0.2484,0.3729,0.4337,Medium,0.7526
RSK000659,CUS-000659,0.5344,0.2256,0.01,0.2104,Low,0.7787
RSK000660,CUS-000660,0.8331,0.2624,0.2296,0.4172,Medium,0.8964
RSK000661,CUS-000661,0.8227,0.1925,0.2544,0.4125,Medium,0.725
RSK000662,CUS-000662,0.8786,0.221,0.8312,0.7234,High,0.9011
RSK000663,CUS-000663,0.6514,0.1264,0.7306,0.586,Medium,0.8359
RSK000664,CUS-000664,0.4631,0.3521,0.3231,0.3709,Low,0.8565
RSK000665,CUS-000665,0.2379,0.1127,0.8067,0.4973,Medium,0.8308
RSK000666,CUS-000666,0.1103,0.144,0.0377,0.0807,Low,0.8055
RSK000667,CUS-000667,0.7416,0.4013,0.2745,0.44,Medium,0.9018
RSK000668,CUS-000668,0.4005,0.3012,0.3831,0.3719,Low,0.7224
RSK000669,CUS-000669,0.2798,0.2113,0.2245,0.2384,Low,0.7523
RSK000670,CUS-000670,0.8063,0.3289,0.0126,0.314,Low,0.9516
RSK000671,CUS-000671,0.2692,0.3219,0.5063,0.3983,Low,0.7365
RSK000672,CUS-000672,0.5845,0.2462,0.4562,0.4527,Medium,0.7221
RSK000673,CUS-000673,0.2095,0.4744,0.2734,0.2944,Low,0.9771
RSK000674,CUS-000674,0.1789,0.4974,0.1835,0.2449,Low,0.8161
RSK000675,CUS-000675,0.2806,0.3105,0.7319,0.5122,Medium,0.7371
RSK000676,CUS-000676,0.4567,0.1278,0.4319,0.3785,Low,0.8406
RSK000677,CUS-000677,0.8373,0.2671,0.3772,0.4932,Medium,0.9506
RSK000678,CUS-000678,0.2411,0.2634,0.676,0.463,Medium,0.7324
RSK000679,CUS-000679,0.2787,0.3569,0.4179,0.3639,Low,0.9758
